Country,Year,Incomegroup,Source,Gini
Estonia,2009,High income: OECD,OECD StatExtract,47.9
Estonia,2009,High income: OECD,OECD StatExtract,31.4
Estonia,2010,High income: OECD,OECD StatExtract,31.9
Estonia,2010,High income: OECD,Luxembourg Income Study,32.5
Estonia,2010,High income: OECD,OECD StatExtract,48.7
Estonia,2010,High income: OECD,Eurostat,31.3
Estonia,2011,High income: OECD,Eurostat,31.9
Ethiopia,1981,Low income,World Bank Poverty Monitoring Database 2002,32.4
Ethiopia,1982,Low income,WDI,32.4
Ethiopia,1995,Low income,World Bank Poverty Monitoring Database 2002,40
Ethiopia,1995,Low income,"Deininger & Squire,28.7
Ethiopia,1995,Low income,"Deininger & Squire,46.4
Ethiopia,1995,Low income,"World Bank,44.2
Ethiopia,1997,Low income,"Deininger & Squire,45.9
Ethiopia,1997,Low income,"Deininger & Squire,44.1
Ethiopia,2000,Low income,"World Bank,30
Ethiopia,2000,Low income,WDI,30
Ethiopia,2005,Low income,WDI,29.8
Ethiopia,2010,Low income,Household and Consumption Expenditure Survey 2010/11,27.4
Ethiopia,2010,Low income,Household and Consumption Expenditure Survey 2010/11,37.1
Ethiopia,2010,Low income,Household and Consumption Expenditure Survey 2010/11,29.8
Ethiopia,2011,Low income,CEQ project,32.3
Ethiopia,2011,Low income,CEQ project,30.5
Fiji,1968,Upper middle income,Jain 1975,42.8
Fiji,1968,Upper middle income,Paukert 1973,46
Fiji,1972,Upper middle income,Jain 1975,42.3
Fiji,1977,Upper middle income,van Ginneken and Park 1984,43
Fiji,1977,Upper middle income,van Ginneken and Park 1984,42
Fiji,1977,Upper middle income,Fields 1989,42.5
Fiji,1991,Upper middle income,Global Policy Network 2004,46
Fiji,1991,Upper middle income,Sharma 2004,49
Fiji,1991,Upper middle income,Sharma 2004,54
Fiji,2003,Upper middle income,WDI,46.8
Fiji,2009,Upper middle income,WDI,42.8
Finland,1952,High income: OECD,UN-ECE 1967,41
Finland,1962,High income: OECD,Cromwell 1977,47
Finland,1962,High income: OECD,Paukert 1973,46
Finland,1962,High income: OECD,UN-ECE 1967,47
Finland,1966,High income: OECD,Statistics Finland 2005,30.9
Finland,1966,High income: OECD,Statistics Finland 2005,38.9
Finland,1966,High income: OECD,Statistics Finland 2005,33.4
Finland,1971,High income: OECD,Statistics Finland 2005,38.5
Finland,1971,High income: OECD,Jäntti 2005,29.8
Finland,1971,High income: OECD,Statistics Finland 2005,26.7
Finland,1971,High income: OECD,Statistics Finland 2005,30.9
Finland,1976,High income: OECD,Jäntti 2005,23.9
Finland,1976,High income: OECD,Statistics Finland 2005,26.3
Finland,1976,High income: OECD,Statistics Finland 2005,35.3
Finland,1976,High income: OECD,Statistics Finland 2005,21.5
Finland,1977,High income: OECD,UN 1981,30.5
Finland,1981,High income: OECD,Statistics Finland 2005,25.2
Finland,1981,High income: OECD,Statistics Finland 2005,20.5
Finland,1981,High income: OECD,Jäntti 2005,23.3
Finland,1981,High income: OECD,Statistics Finland 2005,35.8
Finland,1985,High income: OECD,Jäntti 2005,22.4
Finland,1985,High income: OECD,"Atkinson,20
Finland,1986,High income: OECD,OECD StatExtract,20.9
Finland,1986,High income: OECD,OECD StatExtract,38.7
Finland,1987,High income: OECD,Luxembourg Income Study,22.5
Finland,1987,High income: OECD,Statistics Finland 2005,38
Finland,1987,High income: OECD,Statistics Finland 2005,19.7
Finland,1987,High income: OECD,Luxembourg Income Study,22.4
Finland,1987,High income: OECD,"Atkinson,37.5
Finland,1987,High income: OECD,Statistics Finland 2005,25.1
Finland,1988,High income: OECD,Statistics Finland 2005,25.8
Finland,1988,High income: OECD,Statistics Finland 2005,20.2
Finland,1988,High income: OECD,Statistics Finland 2005,38.8
Finland,1989,High income: OECD,Statistics Finland 2005,20.4
Finland,1989,High income: OECD,Statistics Finland 2005,39.3
Finland,1989,High income: OECD,Statistics Finland 2005,26.1
Finland,1990,High income: OECD,Statistics Finland 2005,25.6
Finland,1990,High income: OECD,Statistics Finland 2005,38.9
Finland,1990,High income: OECD,Statistics Finland 2005,20.2
Finland,1990,High income: OECD,Jäntti 2005,22.9
Finland,1991,High income: OECD,Statistics Finland 2005,25.1
Finland,1991,High income: OECD,Luxembourg Income Study,23.1
Finland,1991,High income: OECD,Statistics Finland 2005,39.5
Finland,1991,High income: OECD,Statistics Finland 2005,20.1
Finland,1991,High income: OECD,Smeeding and Gottschalk 1995,22.3
Finland,1991,High income: OECD,Luxembourg Income Study,23
Finland,1991,High income: OECD,Jäntti 2005,22.7
Finland,1991,High income: OECD,Smeeding and Gottschalk 1995,33.7
Finland,1992,High income: OECD,Statistics Finland 2005,19.7
Finland,1992,High income: OECD,Statistics Finland 2005,41.9
Finland,1992,High income: OECD,Jäntti 2005,22.8
Finland,1992,High income: OECD,Statistics Finland 2005,25
Finland,1993,High income: OECD,Statistics Finland 2005,26.1
Finland,1993,High income: OECD,Jäntti 2005,23.6
Finland,1993,High income: OECD,Statistics Finland 2005,45.3
Finland,1993,High income: OECD,Statistics Finland 2005,20.9
Finland,1994,High income: OECD,Statistics Finland 2005,20.9
Finland,1994,High income: OECD,Statistics Finland 2005,46.1
Finland,1994,High income: OECD,Statistics Finland 2005,26.1
Finland,1994,High income: OECD,Jäntti 2005,23.1
Finland,1995,High income: OECD,Statistics Finland 2005,46
Finland,1995,High income: OECD,Jäntti 2005,23.8
Finland,1995,High income: OECD,OECD StatExtract,47.9
Finland,1995,High income: OECD,OECD StatExtract,21.8
Finland,1995,High income: OECD,Statistics Finland 2005,21.7
Finland,1995,High income: OECD,Luxembourg Income Study,23.6
Finland,1995,High income: OECD,Luxembourg Income Study,24.1
Finland,1995,High income: OECD,Statistics Finland 2005,26.8
Finland,1996,High income: OECD,Statistics Finland 2005,27.4
Finland,1996,High income: OECD,Statistics Finland 2005,22.1
Finland,1996,High income: OECD,Jäntti 2005,24.5
Finland,1996,High income: OECD,European Commission 2005,22
Finland,1996,High income: OECD,Statistics Finland 2005,46.4
Finland,1997,High income: OECD,Statistics Finland 2005,23.5
Finland,1997,High income: OECD,Statistics Finland 2005,46.9
Finland,1997,High income: OECD,European Commission 2005,22
Finland,1997,High income: OECD,Statistics Finland 2005,28.5
Finland,1997,High income: OECD,Jäntti 2005,25.8
Finland,1998,High income: OECD,Statistics Finland 2005,29.5
Finland,1998,High income: OECD,European Commission 2005,22
Finland,1998,High income: OECD,Jäntti 2005,26.7
Finland,1998,High income: OECD,Statistics Finland 2005,24.6
Finland,1998,High income: OECD,Statistics Finland 2005,46.7
Finland,1999,High income: OECD,Jäntti 2005,28
Finland,1999,High income: OECD,Statistics Finland 2005,47.2
Finland,1999,High income: OECD,European Commission 2005,24
Finland,1999,High income: OECD,Statistics Finland 2005,25.9
Finland,1999,High income: OECD,Statistics Finland 2005,30.6
Finland,2000,High income: OECD,OECD StatExtract,24.7
Finland,2000,High income: OECD,Jäntti 2005,29
Finland,2000,High income: OECD,European Commission 2005,24
Finland,2000,High income: OECD,Eurostat,24
Finland,2000,High income: OECD,Statistics Finland 2005,31.2
Finland,2000,High income: OECD,Statistics Finland 2005,47.2
Finland,2000,High income: OECD,Statistics Finland 2005,26.5
Finland,2000,High income: OECD,Luxembourg Income Study,26.9
Finland,2000,High income: OECD,Luxembourg Income Study,27.1
Finland,2000,High income: OECD,OECD StatExtract,47.8
Finland,2001,High income: OECD,Eurostat,27
Finland,2001,High income: OECD,Statistics Finland 2005,30.4
Finland,2001,High income: OECD,European Commission 2005,24
Finland,2001,High income: OECD,Statistics Finland 2005,25.6
Finland,2001,High income: OECD,Jäntti 2005,28.1
Finland,2001,High income: OECD,Statistics Finland 2005,46.6
Finland,2002,High income: OECD,Statistics Finland 2005,30.2
Finland,2002,High income: OECD,Eurostat,26
Finland,2002,High income: OECD,Statistics Finland 2005,46.2
Finland,2002,High income: OECD,Statistics Finland 2005,25.5
Finland,2002,High income: OECD,European Commission 2005,26
Finland,2002,High income: OECD,Jäntti 2005,28.1
Finland,2003,High income: OECD,Statistics Finland 2005,30.3
Finland,2003,High income: OECD,Eurostat,26
Finland,2003,High income: OECD,Statistics Finland 2005,46.4
Finland,2003,High income: OECD,Statistics Finland 2005,25.8
Finland,2003,High income: OECD,European Commission 2005,26
Finland,2004,High income: OECD,Luxembourg Income Study,25.7
Finland,2004,High income: OECD,Eurostat,25.5
Finland,2004,High income: OECD,OECD StatExtract,25.4
Finland,2004,High income: OECD,European Commission 2008,25
Finland,2004,High income: OECD,OECD StatExtract,48.3
Finland,2005,High income: OECD,Eurostat,26
Finland,2005,High income: OECD,European Commission 2008,26
Finland,2006,High income: OECD,Eurostat,25.9
Finland,2006,High income: OECD,European Commission 2008,26
Finland,2007,High income: OECD,Luxembourg Income Study,26.4
Finland,2007,High income: OECD,Eurostat,26.2
Finland,2008,High income: OECD,OECD StatExtract,25.9
Finland,2008,High income: OECD,OECD StatExtract,46.7
Finland,2008,High income: OECD,Eurostat,26.3
Finland,2009,High income: OECD,OECD StatExtract,47.5
Finland,2009,High income: OECD,Eurostat,25.9
Finland,2009,High income: OECD,OECD StatExtract,25.5
Finland,2010,High income: OECD,OECD StatExtract,47.9
Finland,2010,High income: OECD,OECD StatExtract,26
Finland,2010,High income: OECD,Luxembourg Income Study,26.1
Finland,2010,High income: OECD,Eurostat,25.4
Finland,2011,High income: OECD,Eurostat,25.8
France,1956,High income: OECD,UN-ECE 1967,48
France,1962,High income: OECD,Paukert 1973,50
France,1962,High income: OECD,UN-ECE 1967,52
France,1962,High income: OECD,Cromwell 1977,52
France,1962,High income: OECD,UN 1981,49
France,1965,High income: OECD,UN 1981,47
France,1970,High income: OECD,"Atkinson,39.8
France,1970,High income: OECD,Guillemin & Roux 2002,34
France,1970,High income: OECD,UN 1981,44
France,1970,High income: OECD,Sawyer 1976,41.4
France,1975,High income: OECD,UN 1981,43
France,1975,High income: OECD,Guillemin & Roux 2002,32
France,1975,High income: OECD,"Atkinson,38.4
France,1975,High income: OECD,van Ginneken and Park 1984,34
France,1979,High income: OECD,Luxembourg Income Study,32.9
France,1979,High income: OECD,Sollogoub 1988,40.3
France,1979,High income: OECD,Guillemin & Roux 2002,30
France,1979,High income: OECD,"Atkinson,36.4
France,1981,High income: OECD,Luxembourg Income Study,31.6
France,1984,High income: OECD,"Atkinson,37.6
France,1984,High income: OECD,Guillemin & Roux 2002,29
France,1984,High income: OECD,Smeeding and Gottschalk 1995,47
France,1984,High income: OECD,Smeeding and Gottschalk 1995,29.5
France,1984,High income: OECD,"Atkinson,37.2
France,1989,High income: OECD,Luxembourg Income Study,32.7
France,1990,High income: OECD,Guillemin & Roux 2002,28
France,1994,High income: OECD,Luxembourg Income Study,32.4
France,1995,High income: OECD,European Commission 2005,29
France,1996,High income: OECD,OECD StatExtract,47.3
France,1996,High income: OECD,European Commission 2005,29
France,1996,High income: OECD,OECD StatExtract,27.7
France,1997,High income: OECD,Guillemin & Roux 2002,27
France,1997,High income: OECD,OECD StatExtract,27.8
France,1997,High income: OECD,European Commission 2005,29
France,1998,High income: OECD,OECD StatExtract,27.6
France,1998,High income: OECD,European Commission 2005,28
France,1999,High income: OECD,Guillemin & Roux 2002,27
France,1999,High income: OECD,European Commission 2005,29
France,1999,High income: OECD,OECD StatExtract,28.4
France,2000,High income: OECD,OECD StatExtract,49
France,2000,High income: OECD,European Commission 2005,28
France,2000,High income: OECD,OECD StatExtract,28.7
France,2000,High income: OECD,Eurostat,28
France,2001,High income: OECD,Eurostat,27
France,2001,High income: OECD,OECD StatExtract,28.7
France,2001,High income: OECD,European Commission 2005,27
France,2002,High income: OECD,OECD StatExtract,28.4
France,2002,High income: OECD,Eurostat,27
France,2002,High income: OECD,European Commission 2005,27
France,2003,High income: OECD,Eurostat,27
France,2003,High income: OECD,OECD StatExtract,28.2
France,2003,High income: OECD,European Commission 2006,27
France,2004,High income: OECD,European Commission 2006,28
France,2004,High income: OECD,European Commission 2008,28
France,2004,High income: OECD,Eurostat,28.2
France,2004,High income: OECD,OECD StatExtract,28.3
France,2005,High income: OECD,European Commission 2008,28
France,2005,High income: OECD,Eurostat,27.7
France,2005,High income: OECD,OECD StatExtract,48.5
France,2005,High income: OECD,OECD StatExtract,28.8
France,2005,High income: OECD,Luxembourg Income Study,28
France,2006,High income: OECD,Eurostat,27.3
France,2006,High income: OECD,European Commission 2008,27
France,2006,High income: OECD,OECD StatExtract,29.3
France,2007,High income: OECD,Eurostat,26.6
France,2007,High income: OECD,OECD StatExtract,29.2
France,2008,High income: OECD,Eurostat,29.8
France,2008,High income: OECD,OECD StatExtract,29.3
France,2008,High income: OECD,OECD StatExtract,48.3
France,2009,High income: OECD,Eurostat,29.9
France,2009,High income: OECD,OECD StatExtract,29.3
France,2009,High income: OECD,OECD StatExtract,49.3
France,2010,High income: OECD,OECD StatExtract,50.5
France,2010,High income: OECD,OECD StatExtract,30.3
France,2010,High income: OECD,Eurostat,29.8
France,2011,High income: OECD,Eurostat,30.8
Gabon,1960,Upper middle income,Nssah 1995,58
Gabon,1960,Upper middle income,Jain 1975,69
Gabon,1960,Upper middle income,Paukert 1973,64
Gabon,1960,Upper middle income,Cromwell 1977,58.4
Gabon,1968,Upper middle income,Jain 1975,64.4
Gabon,1968,Upper middle income,Lecaillon et al. 1984,61.4
Gabon,1968,Upper middle income,Nssah 1995,56
Gabon,1975,Upper middle income,Kervyn 1980,59.3
Gabon,1975,Upper middle income,Kervyn 1980,26.5
Gabon,1975,Upper middle income,Kervyn 1980,50.4
Gabon,1977,Upper middle income,Kervyn 1980,30.3
Gabon,1977,Upper middle income,Kervyn 1980,63.2
Gabon,1977,Upper middle income,ILO 1984,63
Gabon,1977,Upper middle income,Kervyn 1980,52.6
Gabon,1994,Upper middle income,World Bank 1997,44.1
Gabon,2005,Upper middle income,WDI,41.5
Gambia,1992,Low income,"Deininger & Squire,67.2
Gambia,1992,Low income,"World Bank,39
Gambia,1992,Low income,"Deininger & Squire,48.1
Gambia,1992,Low income,World Bank Poverty Monitoring Database 2002,47.8
Gambia,1993,Low income,"Deininger & Squire,67.2
Gambia,1993,Low income,"Deininger & Squire,60.9
Gambia,1994,Low income,"Deininger & Squire,59.4
Gambia,1994,Low income,"Deininger & Squire,69.2
Gambia,1998,Low income,WDI,50.2
Gambia,1998,Low income,"World Bank,47.5
Gambia,2003,Low income,WDI,47.3
Georgia,1981,Lower middle income,Atkinson and Micklewright 1992,24.8
Georgia,1986,Lower middle income,Atkinson and Micklewright 1992,26.7
Georgia,1988,Lower middle income,Alexeev and Gaddy 1993,31.3
Georgia,1989,Lower middle income,Atkinson and Micklewright 1992,27.7
Georgia,1989,Lower middle income,Transmonee 2004,28
Georgia,1989,Lower middle income,Transmonee 2004,30.1
Georgia,1989,Lower middle income,Atkinson and Micklewright 1992,29.2
Georgia,1990,Lower middle income,Alexeev and Gaddy 1993,29.1
Georgia,1992,Lower middle income,Transmonee 2004,36.9
Georgia,1993,Lower middle income,Transmonee 2004,40
Georgia,1996,Lower middle income,WDI,37.1
Georgia,1997,Lower middle income,Yemtsov 2001,53.3
Georgia,1997,Lower middle income,Transmonee 2004,49.8
Georgia,1997,Lower middle income,Yemtsov 2001,36.3
Georgia,1998,Lower middle income,Transmonee 2004,50.3
Georgia,1999,Lower middle income,WDI,41.1
Georgia,2000,Lower middle income,WDI,41.1
Georgia,2001,Lower middle income,Transmonee 2004,45.8
Georgia,2001,Lower middle income,"World Bank,36.9
Georgia,2002,Lower middle income,Transmonee 2004,45.4
Georgia,2003,Lower middle income,WDI,40.4
Georgia,2005,Lower middle income,"World Bank,40.8
Georgia,2005,Lower middle income,WDI,41
Georgia,2006,Lower middle income,National Statistics Office of Georgia,40
Georgia,2007,Lower middle income,National Statistics Office of Georgia,41
Georgia,2008,Lower middle income,National Statistics Office of Georgia,41
Georgia,2009,Lower middle income,National Statistics Office of Georgia,42
Georgia,2010,Lower middle income,National Statistics Office of Georgia,43
Georgia,2011,Lower middle income,National Statistics Office of Georgia,42
Georgia,2012,Lower middle income,National Statistics Office of Georgia,41
Germany,1936,High income: OECD,UN 1957,49
Germany,1950,High income: OECD,Brandolini 1998,39.6
Germany,1950,High income: OECD,UN 1957,45
Germany,1955,High income: OECD,Brandolini 1998,38.4
Germany,1955,High income: OECD,UN-ECE 1967,51
Germany,1960,High income: OECD,Brandolini 1998,38
Germany,1960,High income: OECD,UN-ECE 1967,49
Germany,1962,High income: OECD,"Einkommens- und Verbrauchsstichproben,32.1
Germany,1962,High income: OECD,Cromwell 1977,42.3
Germany,1964,High income: OECD,Cromwell 1977,23.9
Germany,1964,High income: OECD,Brandolini 1998,38
Germany,1964,High income: OECD,Paukert 1973,45
Germany,1964,High income: OECD,UN-ECE 1967,47
Germany,1967,High income: OECD,Jain 1975,19.9
Germany,1968,High income: OECD,Brandolini 1998,38.7
Germany,1968,High income: OECD,Jain 1975,38.6
Germany,1969,High income: OECD,Jain 1975,33.4
Germany,1969,High income: OECD,"Einkommens- und Verbrauchsstichproben,31.5
Germany,1970,High income: OECD,Jain 1975,20.4
Germany,1970,High income: OECD,Brandolini 1998,39.2
Germany,1970,High income: OECD,Jain 1975,39.4
Germany,1973,High income: OECD,Luxembourg Income Study,30
Germany,1973,High income: OECD,UN 1981,32.3
Germany,1973,High income: OECD,"Einkommens- und Verbrauchsstichproben,32.8
Germany,1973,High income: OECD,Brandolini 1998,25.4
Germany,1973,High income: OECD,UN 1981,30.3
Germany,1973,High income: OECD,Sawyer 1976,38.3
Germany,1973,High income: OECD,Brandolini 1998,37
Germany,1974,High income: OECD,van Ginneken 1982,36.5
Germany,1974,High income: OECD,van Ginneken 1982,32
Germany,1975,High income: OECD,Brandolini 1998,36.6
Germany,1978,High income: OECD,UN 1985,33.6
Germany,1978,High income: OECD,UN 1985,28.1
Germany,1978,High income: OECD,Brandolini 1998,36.4
Germany,1978,High income: OECD,van Ginneken and Park 1984,36
Germany,1978,High income: OECD,UN 1985,26.9
Germany,1978,High income: OECD,Luxembourg Income Study,28.8
Germany,1978,High income: OECD,Brandolini 1998,25.4
Germany,1980,High income: OECD,Brandolini 1998,36.6
Germany,1981,High income: OECD,Luxembourg Income Study,28.1
